"QID","itemLabel","itemDescription","article"
"Q5448979","VicScreen","statutory authority of the State Government of Victoria, Australia","https://en.wikipedia.org/wiki/VicScreen"
"Q5438188","Fauna Productions","Australian film and TV production company","https://en.wikipedia.org/wiki/Fauna_Productions"
"Q5582745","Good Machine","former American film production","https://en.wikipedia.org/wiki/Good_Machine"
"Q5501189","Freestyle Releasing","film distributor and studio","https://en.wikipedia.org/wiki/Freestyle_Releasing"
"Q5604071","Greengrass Productions",NA,NA
"Q5641523","Halestorm Entertainment","former American film production company","https://en.wikipedia.org/wiki/Halestorm_Entertainment"
"Q5644807","Hamilton-Mehta Productions",NA,"https://en.wikipedia.org/wiki/Hamilton-Mehta_Productions"
"Q5684820","Hawk Films","British production company formed by Stanley Kubrick","https://en.wikipedia.org/wiki/Hawk_Films"
"Q5463918","Focus Films","independent feature film development and production company in the United Kingdom","https://en.wikipedia.org/wiki/Focus_Films"
"Q5531622","Gener8Xion Entertainment","Christian independent film production company","https://en.wikipedia.org/wiki/Gener8Xion_Entertainment"
"Q5448913","Film Base Berlin","German film production company","https://en.wikipedia.org/wiki/Film_Base_Berlin"
"Q5598045","Gravity Entertainment","American film and television production company","https://en.wikipedia.org/wiki/Gravity_Entertainment"
"Q5474463","WWE Home Video","video distribution and production company","https://en.wikipedia.org/wiki/WWE_Home_Video"
"Q5448895","FilmNation Entertainment","American film production company","https://en.wikipedia.org/wiki/FilmNation_Entertainment"
"Q5600131","Great Wall Film Company","Chinese film production company","https://en.wikipedia.org/wiki/Great_Wall_Film_Company"
"Q7573630","Spark Media",NA,"https://en.wikipedia.org/wiki/Spark_Media"
"Q5509350","Funny-Films","former Finnish production company","https://en.wikipedia.org/wiki/Funny-Films"
"Q5592150","Grady Twins Productions","Former American film and television production company","https://en.wikipedia.org/wiki/Grady_Twins_Productions"
"Q5486858","MRP Matila Röhr Productions","Finnish film production company",NA
"Q5604381","Greenpark Productions","British documentary film company","https://en.wikipedia.org/wiki/Greenpark_Productions"
"Q5493621","Kinosto","Finnish film production company",NA
"Q5473190","Forward Films",NA,"https://en.wikipedia.org/wiki/Forward_Films"
"Q5492455","Frantic Films","Canadian Visual Effects company","https://en.wikipedia.org/wiki/Frantic_Films"
"Q5685696","Haxan Films","American film production company","https://en.wikipedia.org/wiki/Haxan_Films"
"Q5875948","Hodcarrier Films","American film production company","https://en.wikipedia.org/wiki/Hodcarrier_Films"
"Q5448957","Film Producers Guild","filmmaking union","https://en.wikipedia.org/wiki/Film_Producers_Guild"
"Q5579097","GoldenTiger Productions",NA,"https://en.wikipedia.org/wiki/GoldenTiger_Productions"
"Q5448989","Film and Music Entertainment","British film production company","https://en.wikipedia.org/wiki/Film_and_Music_Entertainment"
"Q5586251","Gorgeous Enterprises",NA,"https://en.wikipedia.org/wiki/Gorgeous_Enterprises"
"Q5586301","Gorgon Video","video production company and film distributor of dark documentaries and extreme horror films","https://en.wikipedia.org/wiki/Gorgon_Video"
"Q5664646","Harrington Talents",NA,"https://en.wikipedia.org/wiki/Harrington_Talents"
"Q5583638","Goodtimes Enterprises","British film production company (formed 1968)","https://en.wikipedia.org/wiki/Goodtimes_Enterprises"
"Q5674985","Jaleo Films",NA,NA
"Q5885206","Green Moon España",NA,NA
"Q5506301","Frozen Pictures","movie, TV, and multimedia production company","https://en.wikipedia.org/wiki/Frozen_Pictures"
"Q5586187","Gorevision films",NA,"https://en.wikipedia.org/wiki/Gorevision_films"
"Q5446074","Fever Dreams",NA,"https://en.wikipedia.org/wiki/Fever_Dreams_(company)"
"Q5869412","Hedayat Film","film production and distribution company",NA
"Q5571070","Globo Filmes","Brazilian movie production company","https://en.wikipedia.org/wiki/Globo_Filmes"
"Q5453219","First Look Studios","American film distributor","https://en.wikipedia.org/wiki/First_Look_Studios"
"Q5620347","Guru Dutt Films","Indian film production company founded by Guru Dutt","https://en.wikipedia.org/wiki/Guru_Dutt_Films"
"Q5450256","Fingercuff Productions",NA,"https://en.wikipedia.org/wiki/Fingercuff_Productions"
"Q5458345","Flechette","independent film and television production company",NA
"Q5690415","Sifa","firm",NA
"Q5496961","Frederator Films",NA,"https://en.wikipedia.org/wiki/Frederator_Films"
"Q5613168","Guacamole Films","film production company from Argentina","https://en.wikipedia.org/wiki/Guacamole_Films"
"Q5448978","Film Ventures International","film production company and distributor","https://en.wikipedia.org/wiki/Film_Ventures_International"
"Q5506120","Frontyard Films","film production company","https://en.wikipedia.org/wiki/Frontyard_Films"
"Q5449048","Filmco","Australian investment company","https://en.wikipedia.org/wiki/Filmco"
"Q5527238","Gateway Films","British production company","https://en.wikipedia.org/wiki/Gateway_Films"
"Q5449167","Films Noirs","British Film Production Company","https://en.wikipedia.org/wiki/Films_Noirs"
"Q5462409","Floyd County Productions","american animation studio","https://en.wikipedia.org/wiki/Floyd_County_Productions"
"Q5839228","Notro Films",NA,NA
"Q5593631","Gramercy Pictures","American production company label owned by Comcast through Focus Features","https://en.wikipedia.org/wiki/Gramercy_Pictures"
"Q5646566","HanWay Films","independent film distribution company","https://en.wikipedia.org/wiki/HanWay_Films"
"Q5511988","G.B. Samuelson Productions","British film production company","https://en.wikipedia.org/wiki/G._B._Samuelson_Productions"
"Q5580364","Goldsworthy Productions","short lived Australian production company established by actor Reg Goldsworthy","https://en.wikipedia.org/wiki/Goldsworthy_Productions"
"Q5511936","G-Unit Films and Television Inc.","American film and television production company","https://en.wikipedia.org/wiki/G-Unit_Films_and_Television_Inc."
"Q5610650","Grosvenor Park Productions","British production and film-financing company","https://en.wikipedia.org/wiki/Grosvenor_Park_Productions"
"Q5455812","Five & Two Pictures","american independent Christian film production company","https://en.wikipedia.org/wiki/Five_%26_Two_Pictures"
"Q5450050","Fine Arts Films",NA,"https://en.wikipedia.org/wiki/Fine_Arts_Films"
"Q5655907","Harder/Fuller Films",NA,"https://en.wikipedia.org/wiki/Harder/Fuller_Films"
"Q5672652","Amiguetes Entertainment","film production company",NA
"Q5764769","Hiltz Squared Media Group",NA,"https://en.wikipedia.org/wiki/Hiltz_Squared_Media_Group"
"Q5599808","Great Productions",NA,"https://en.wikipedia.org/wiki/Great_Productions"
"Q7585877","Sri Lakshmi Narasimha Productions",NA,"https://en.wikipedia.org/wiki/Sri_Lakshmi_Narasimha_Productions"
"Q7757177","Pinewood Group","film and television studio company","https://en.wikipedia.org/wiki/Pinewood_Group"
"Q7690062","Taylor Media","Australian film and television production company","https://en.wikipedia.org/wiki/Taylor_Media"
"Q7605619","Steel & Glass Films Ltd",NA,"https://en.wikipedia.org/wiki/Steel_%26_Glass_Films"
"Q7771035","The Ubin Twinz",NA,"https://en.wikipedia.org/wiki/The_Ubin_Twinz"
"Q7643346","Superfine Films",NA,"https://en.wikipedia.org/wiki/Superfine_Films"
"Q7829339","Tournesol Media Entertainment",NA,"https://en.wikipedia.org/wiki/Tournesol_Media_Entertainment"
"Q7676429","Taishō Katsuei",NA,"https://en.wikipedia.org/wiki/Taish%C5%8D_Katsuei"
"Q8028786","Voronezh Animation Studio","russian animation studio","https://en.wikipedia.org/wiki/Voronezh_Animation_Studio"
"Q7971204","Warwick Trading Company",NA,"https://en.wikipedia.org/wiki/Warwick_Trading_Company"
"Q7797072","Thousand Words","company","https://en.wikipedia.org/wiki/Thousand_Words"
"Q7621235","Strand Releasing","American independent film distribution company","https://en.wikipedia.org/wiki/Strand_Releasing"
"Q7996335","Whitewater Films",NA,"https://en.wikipedia.org/wiki/Whitewater_Films"
"Q8023529","Wimbledon Studios",NA,"https://en.wikipedia.org/wiki/Wimbledon_Studios"
"Q8036486","World Wide Motion Pictures Corporation",NA,"https://en.wikipedia.org/wiki/World_Wide_Motion_Pictures_Corporation"
"Q7982153","Welwyn Studios","film studios located in Welwyn","https://en.wikipedia.org/wiki/Welwyn_Studios"
"Q8049699","Yash Raj Films International",NA,"https://en.wikipedia.org/wiki/Yash_Raj_Films_International"
"Q7581689","Spy Pictures",NA,"https://en.wikipedia.org/wiki/Spy_Pictures"
"Q7754169","The Nightingale Company",NA,NA
"Q7801550","Tigerlily Films","company in London, United Kingdom","https://en.wikipedia.org/wiki/Tigerlily_Films"
"Q7600573","StarToons",NA,"https://en.wikipedia.org/wiki/StarToons"
"Q7605244","Steakhaus Productions",NA,"https://en.wikipedia.org/wiki/Steakhaus_Productions"
"Q7863699","UAA Films","Australian production and finance company","https://en.wikipedia.org/wiki/UAA_Films"
"Q7835731","Trash Video",NA,"https://en.wikipedia.org/wiki/Trash_Video"
"Q7687354","Taska Film","Estonian film production company","https://en.wikipedia.org/wiki/Taska_Film"
"Q7914838","Vanguard Films","US film production company, 1943 to 1951","https://en.wikipedia.org/wiki/Vanguard_Films"
"Q7730782","The Down Low Concept","auckland production company and creative collective","https://en.wikipedia.org/wiki/Thedownlowconcept"
"Q7984168","West's Pictures",NA,"https://en.wikipedia.org/wiki/West%27s_Pictures"
"Q7639931","Suneeva","film production company based in Toronto, Canada","https://en.wikipedia.org/wiki/Suneeva"
"Q7641839","Suomi-Filmi","Finnish film production company","https://en.wikipedia.org/wiki/Suomi-Filmi"
"Q7921410","Verity Films","British documentary film production company","https://en.wikipedia.org/wiki/Verity_Films"
"Q7933914","Virgin Films","defunct film production company","https://en.wikipedia.org/wiki/Virgin_Films"
"Q7969872","Warp Films","side project of Warp Records","https://en.wikipedia.org/wiki/Warp_Films"
"Q7667850","T-Series","Indian music record label and film production company","https://en.wikipedia.org/wiki/T-Series_(company)"
"Q7798425","Through a Glass Productions","American film and video production company","https://en.wikipedia.org/wiki/Through_a_Glass_Productions"
"Q7752106","The Montecito Picture Company","American film production company","https://en.wikipedia.org/wiki/The_Montecito_Picture_Company"
"Q7984197","WestWind Pictures",NA,NA
"Q8033895","Woolner Brothers","American film company","https://en.wikipedia.org/wiki/Woolner_Brothers"
"Q7943490","Vulcan Productions","American documentary production company","https://en.wikipedia.org/wiki/Vulcan_Productions"
"Q7894025","Universal Newsreel","20th century newsreels made by Universal Studios","https://en.wikipedia.org/wiki/Universal_Newsreel"
"Q7786448","This is that corporation","film production company","https://en.wikipedia.org/wiki/This_Is_That_Productions"
"Q7916154","Varsity Pictures","American film production company","https://en.wikipedia.org/wiki/Varsity_Pictures"
"Q7675087","Tag Entertainment","film production company","https://en.wikipedia.org/wiki/Tag_Entertainment"
"Q7920227","Ventanarosa","American film and television production company","https://en.wikipedia.org/wiki/Ventanarosa"
"Q7601964","Stark Productions",NA,NA
"Q7969706","Warner Bros. Family Entertainment","family film and television and entertainment label of Warner Bros. Entertainment","https://en.wikipedia.org/wiki/Warner_Bros._Family_Entertainment"
"Q8026450","Winterfilm Collective",NA,"https://en.wikipedia.org/wiki/Winterfilm_Collective"
"Q7860855","Type A Films",NA,"https://en.wikipedia.org/wiki/Type_A_Films"
"Q7634417","Suevia Films","Spanish film production company","https://en.wikipedia.org/wiki/Suevia_Films"
"Q7810226","Titra Studios","American dubbing studio","https://en.wikipedia.org/wiki/Titra_Studios"
"Q8049324","Yari Film Group",NA,"https://en.wikipedia.org/wiki/Yari_Film_Group"
"Q7832202","Tradewind Pictures","German production company","https://en.wikipedia.org/wiki/Tradewind_Pictures"
"Q7812943","Toetag Pictures","American Independent horror film company","https://en.wikipedia.org/wiki/Toetag_Pictures"
"Q7966635","Walthamstow Studios","former British film studio in Walthamstow, London, United Kingdom","https://en.wikipedia.org/wiki/Walthamstow_Studios"
"Q8051674","Yellow Bird","swedish film and television production company","https://en.wikipedia.org/wiki/Yellow_Bird_(company)"
"Q7817481","Tom Sawyer Entertainment","film production and management company","https://en.wikipedia.org/wiki/Haven_Entertainment"
"Q7698270","Tempean Films","film production company","https://en.wikipedia.org/wiki/Tempean_Films"
"Q7733855","The Film Company",NA,NA
"Q7949667","WGBH","public radio station in Boston","https://en.wikipedia.org/wiki/WGBH_(FM)"
"Q7732284","The Enterprise Studios","film production company","https://en.wikipedia.org/wiki/The_Enterprise_Studios"
"Q7923503","Vestron Pictures","American film studio and distributor","https://en.wikipedia.org/wiki/Vestron_Pictures"
"Q7706165","Teton Gravity Research",NA,"https://en.wikipedia.org/wiki/Teton_Gravity_Research"
"Q7741451","The Imaginarium",NA,"https://en.wikipedia.org/wiki/The_Imaginarium"
"Q7777464","Theatre Workshop Scotland",NA,"https://en.wikipedia.org/wiki/Theatre_Workshop_Scotland"
"Q8035724","World Film Company","American film production and distribution company","https://en.wikipedia.org/wiki/World_Film_Company"
"Q7733857","The Film Department","film production company in California","https://en.wikipedia.org/wiki/The_Film_Department"
"Q7575869","Spellbound Pictures","film and television production and distribution company","https://en.wikipedia.org/wiki/Spellbound_Pictures"
"Q7641261","Sunset Gower Studios","television and movie studio at the corner of Sunset Boulevard and Gower Street in Hollywood, Los Angeles, California","https://en.wikipedia.org/wiki/Sunset_Gower_Studios"
"Q8036645","World of Wonder","film and television production company","https://en.wikipedia.org/wiki/World_of_Wonder_(company)"
"Q7580034","Spot Filmworks",NA,"https://en.wikipedia.org/wiki/Spot_Filmworks"
"Q7860124","Tyler Perry Studios","American film production studio in Atlanta, Georgia","https://en.wikipedia.org/wiki/Tyler_Perry_Studios"
"Q7577891","Spirit Level Film","British film production and distribution company","https://en.wikipedia.org/wiki/Spirit_Level_Film"
"Q7751831","The Mob","British film production company","https://en.wikipedia.org/wiki/The_Mob_(company)"
"Q7672182","TVF Media",NA,"https://en.wikipedia.org/wiki/TVF_Media"
"Q7628118","Studio 10,001 Inc.",NA,"https://en.wikipedia.org/wiki/Studio_10,001_Inc."
"Q7639024","Sunchaser Pictures",NA,"https://en.wikipedia.org/wiki/Sunchaser_Pictures"
"Q7797066","Thousand Pounds Action Company",NA,"https://en.wikipedia.org/wiki/Thousand_Pounds_Action_Company"
"Q7994621","White Crane Films","film production company","https://en.wikipedia.org/wiki/White_Crane_Films"
"Q8023804","Winchester Films","British production company","https://en.wikipedia.org/wiki/Winchester_Films"
"Q8044587","Xinhua Film Company","Shanghai film company active in the 1930s and 40s","https://en.wikipedia.org/wiki/Xinhua_Film_Company"
"Q7937835","Vivid Superhero",NA,"https://en.wikipedia.org/wiki/Vivid_Superhero"
"Q7621359","Strange Company","group of machinima creators and distributors","https://en.wikipedia.org/wiki/Strange_Company"
"Q7980611","Welcome Change Productions",NA,"https://en.wikipedia.org/wiki/Welcome_Change_Productions"
