"QID","itemLabel","itemDescription"
"Q3319164","Q3319164","1996 film"
"Q3331074","Q3331074","2006 film"
"Q3327033","Q3327033","2000 film"
"Q3364888","Parcours de réfugiés","2009 film by Ali Benjelloun"
"Q3342113","Q3342113","film"
"Q3346593","Q3346593","2006 film"
"Q3365041","Q3365041","2003 film"
"Q3345904","Q3345904","1909 film by Louis Feuillade"
"Q3368417","Q3368417","2009 film"
"Q3379887","Q3379887","film"
"Q3390746","Q3390746","film"
"Q3484844","Sin-Jin Smyth","film directed by Ethan Dettenmaier"
"Q3407226","Q3407226","2008 film"
"Q3407369","Q3407369","2008 film"
"Q3388231","Q3388231","1909 film by Louis Feuillade"
"Q3407179","Q3407179","2005 film"
"Q3412901","Q3412901","1957 film"
"Q3414416","Q3414416","2003 film"
"Q3414080","Q3414080","2002 film"
"Q3417889","Q3417889","1977 film"
"Q3423384","Q3423384","2005 film"
"Q3519891","The Battle for Johannesburg","2010 film by Rehad Desai"
"Q3452638","Q3452638","1987 film"
"Q3469221","Q3469221","2006 film"
"Q3475264","Q3475264","2006 film"
"Q3495358","Q3495358","1998 film"
"Q3498811","Q3498811","2006 film"
"Q3484690","Q3484690","1909 film by Louis Feuillade"
"Q3505094","Q3505094","2009 film"
"Q3505795","Q3505795","2000 film"
"Q3515279","Q3515279","1984 film"
"Q3528088","Q3528088","2008 film"
"Q3532360","Q3532360","2001 film"
"Q3546649","Q3546649","2005 film"
"Q3416069","Rachel","2006 film"
"Q3329006","Musulmans de France","2009 documentary film by Karim Miské, Emmanuel Blanchard and Mohamed Joseph"
"Q3354583","opéra vertical","film"
"Q3319369","Q3319369","2006 film by Berni Goldblat"
"Q3389761","Place Clichy sans complexe","1994 documentary film directed by Jean-Jacques Beineix"
"Q3508961","Syntoniser Amani","2008 film"
"Q3491748","Q3491748","1979 film by Claude Bernard-Aubert"
"Q3549240","Undeadable","2007 film"
"Q3549019","Un Rêve d’indépendance","1998 film by Monique Mbeka Phoba"
"Q3555815","Verdon Forever","film"
"Q3607844","A Flickering Dawn","2007 film"
"Q3602752","Ajan Faquir Saheb","2008 film"
"Q3596229","The System","2006 film by Rubén Oliva, Matteo Scanni"
"Q3782961","Q3782961","1943 film by Kōzō Saeki"
"Q3791276","Q3791276","2009 film by Riccardo Schicchi"
"Q3794533","Q3794533","1968 film by Charley Rogers"
"Q3795013","Q3795013","1943 film by Leo Menardi"
"Q3796015","Q3796015","1959 film by Roberto Bianchi Montero"
"Q3823525","Q3823525","2009 film by Cesare Lanza"
"Q3830869","Q3830869","1898 film by Charles-Émile Reynaud"
"Q3839226","Q3839226","1933 film by James Parrott, George Marshall"
"Q3854001","Q3854001","1934 film by Hōzō Nakajima"
"Q3549870","Q3549870","1957 film by Claude Lelouch"
"Q3790331","I Macchiaioli","1994 film"
"Q3592663","Été 44","2004 film directed by Patrick Rotman"
"Q3804280","Italian Sud Est","2003 film"
"Q3602760","Antaheen Jatra","2004 Assamese film"
"Q3818456","L'amore che canta","1930 film by Mario Bonnard"
"Q3706797","Q3706797","2009 film by Stefano Grossi"
"Q3602910","Two Kicks From Heaven","2006 film"
"Q3650416","list of Disney animated shorts","Wikimedia list article"
"Q3794253","Q3794253","1985 film by Italo Zingarelli"
"Q3712526","Dog Sees God: Confessions of a Teenage Blockhead","2005 play"
"Q3828668","Q3828668","1960 film by James Parrott"
"Q3794970","We Need America","2005 film by Sidiki Bakaba"
"Q3576701","Q3576701","1942 film by Marcel Ichac"
"Q3622609","Q3622609","2009 film by Mirko Locatelli"
"Q3606246","African Lens. The Story of Priya Ramrakha","2007 film by Shravan Vidyarthi"
"Q3704662","Deep Blue","2001 film by Dwight H. Little"
"Q3754683","Q3754683","1946 film by James Parrott, Charley Rogers"
"Q3820882","Q3820882","1953 film by Giacinto Solito"
"Q3815203","21ème Siècle","2004 documentary film directed by Piniang"
"Q3819434","L'isola","2005 Italian film by Chiara Caselli"
"Q3591826","Q3591826","2003 film by Patrick Dell'Isola"
"Q3819588","The Shadow in the North","novel by Philip Pullman"
"Q3823281","The fly and me","2006 film by Rachid El Ouali"
"Q3822940","Q3822940","2005 film by Stefano Maria Bianchi"
"Q3828357","Q3828357","2004 film by Diego Ronsisvalle"
"Q3615374","One Good Turn","lost 1935 Italian dubbing of the 1931 Laurel and Hardy film"
"Q3553861","Valletta Living History","2010 film"
"Q3576680","Q3576680","1981 film by Jean-Marie Piquint"
"Q3602468","A Finnish Summer with Turisas","2008 film"
"Q3701068","The Other Side of the Gate","2007 film"
"Q3836469","Lohengrin","1947 film by Max Calandri"
"Q3801082","Q3801082","2011 film by Barbara Cupisti"
"Q3808099","Q3808099","2003 film by Paolo Jorio"
"Q3815374","Q3815374","2008 film by Yōka Kusano"
"Q3823476","Q3823476","Unmade film by Carlo Lizzani"
"Q3811901","K2 - Sogno e Destino","1989 film"
"Q3828297","The Good Pupil","2006 film"
"Q3644996","Athiradi Padai","1994 film by R.K. Selvamani"
"Q3857991","Q3857991","theathral play"
"Q3563337","Q3563337","2001 film by Robin Hunzinger"
"Q3604627","Hot Water","1935 film by Charley Rogers"
"Q3786336","Hollywood Horror","2008 film"
"Q3749227","Q3749227","2011 film by Norma Marcos"
"Q3549319","Marriage Agency","1953 film by Federico Fellini"
"Q3772025","Q3772025","1970 film by James W. Horne, James Parrott"
"Q3596108","""Weird Al"" Yankovic: The Ultimate Collection","1993 VHS release of ""Weird Al"" Yankovic's music videos"
"Q3824271","Q3824271","2007 film by Angelo Rizzo"
"Q3828725","Q3828725","1983 film by Andrea De Carlo"
"Q3563308","Journey to the End of Coal","2008 film"
"Q3705390","Christ and Demons in New Spain","2000 film by Werner Herzog"
"Q3567045","Week-end en mer","1962 film by François Reichenbach"
"Q3740875","Scandalous Travelers","2005 DVD by Canadian rock band Billy Talent"
"Q3666951","Cheap Magic Inside","2007 film"
"Q3620669","Apocalypse Now Redux","2001 extended version of Apocalypse Now directed by Francis Ford Coppola"
"Q3845358","1962 Marc Chagall","1962 documentary film directed by Joris Ivens and David Perlov"
"Q3791383","Murder Case","1950 film by James W. Horne"
"Q3821993","La curt de l’America","2011 film by Lemnaouer Ahmine"
"Q3831876","Licenziata!","2011 documentary film directed by Lisa Tormena"
"Q3567765","White Canvas, Black Hyena","2003 documentary film"
"Q3566278","Warda","2008 short film"
"Q3828708","The Two Orphans","1919 film by Edoardo Bencivenga"
"Q3821153","La Santa","2007 film by Rubén Oliva"
"Q3644940","Putham Puthu Poove","1997 film"
"Q3785226","Hermanitos, fratelli d'Italia","2010 film by Jacopo Tartarone"
"Q3815550","Kinyou roadshow opening","1997 film by Yoshifumi Kondō"
"Q3819495","The island in me","2008 documentary directed by Ludovica Tortora de Falco."
"Q3796162","The vessel bewitched","1959 film by Charley Rogers"
"Q3605367","Adius, Piero Ciampi and others history","2008 film by Ezio Alovisi"
"Q3549597","Q3549597","2007 film"
"Q3549556","Q3549556","2008 film"
"Q3553049","Q3553049","1999 film"
"Q3553513","Q3553513","2000 film"
"Q3562669","Q3562669","2008 film"
"Q3549825","Q3549825","1995 film"
"Q3561524","Q3561524","2005 film"
"Q3562487","Q3562487","1936 film"
"Q3549619","Q3549619","1907 film"
"Q3561529","Q3561529","1966 film by Christian Mesnil"
"Q3576886","Q3576886","1992 film"
"Q3644931","En Aasai Machan","1994 film by R. Sundarrajan"
"Q3599008","Q3599008","2008 film"
"Q3569568","Q3569568","1930 film"
"Q3588024","Q3588024","2003 film by Robin Hunzinger"
"Q3612438","Q3612438","1959 film by Charley Rogers"
"Q3618840","Q3618840","1978 film"
"Q3640721","Q3640721","2003 film"
"Q3682454","Q3682454","2010 film"
"Q3679005","Q3679005","2004 film"
"Q3700179","Q3700179","2009 film"
"Q3713323","Q3713323","2006 film"
"Q3689340","Q3689340","1935 film by Charley Rogers"
"Q3575942","Zone rouge","1998 film"
"Q3700689","Q3700689","1994 film by Nico Cirasola"
"Q3794848","Q3794848","2010 film"
"Q3821482","Ça c'est du cinéma","1958 film by Mack Sennett"
"Q3795269","Q3795269","2008 film"
"Q3791140","Q3791140","2004 film"
"Q3795907","Q3795907","2009 film"
"Q3774214","Mencari Madonna","2005 film by John de Rantau"
"Q3811899","Q3811899","2007 film"
"Q3793149","Q3793149","1978 film"
"Q3791188","Q3791188","2009 opera"
"Q3795306","Q3795306","1972 film"
"Q3796096","Q3796096","1972 film"
"Q3824841","Q3824841","2006 film"
"Q3831628","Q3831628","2007 film"
"Q3844599","Q3844599","1997 film"
"Q3860933","Q3860933","2006 film"
"Q3858410","Q3858410","film"
"Q3843500","Q3843500","2010 film by Yves Montand Niyongabo"
"Q3858348","Q3858348","1939 film by Francesco De Robertis"
"Q3860017","Modo armonico semplice","2007 Italian film"
"Q3562768","Q3562768","1993 film by Marie-Monique Robin"
"Q3615322","Andata e ritorno","1985 film by Daniele Segre"
"Q3694861","Q3694861","1963 film directed by John Carpenter"
"Q3712255","Q3712255","2006 film by Ismael Thiam"
"Q3714008","Donnie's Story: The Life of Donald Goines","2004 film"
"Q3549092","Secreto de confesión","1939 film"
"Q3786940","Q3786940","2001 film by Carmine Fornari"
"Q3793256","Q3793256","1984 film by Ninì Grassia"
"Q3795780","Q3795780","1989 film by Don Chaffey"
"Q3813117","Q3813117","2005 film by Fabio Zavattaro"
"Q3819331","Q3819331","1963 film by Damiano Damiani"
"Q3824683","Q3824683","2002 film by Giuseppe Patroni Griffi"
"Q3825101","Q3825101","1967 film by Mario Amendola"
"Q3772022","Gli UFO Robot contro gli invasori spaziali","1979 film"
"Q3853246","Mazinga contro gli UFO Robot","1978 film by Enrico Bomba"
"Q3632370","Q3632370","2007 film by Al Pacino"
"Q3819394","The Trespasser","1927 Italian film"
"Q4102797","Q4102797","2011 film by Mikhail Basov"
"Q4142135","Golos","1986 film by Vladimir Bortko"
"Q4137976","Q4137976","2009 film by Hubert Seipel"
"Q4155567","Q4155567","2006 film directed by Katerina Suvorova"
"Q4110930","Viy","1909 film by Vasily Goncharov"
"Q4137919","The Fall of an Empire. The Lesson of Byzantium","2008 film"
"Q4101713","Q4101713","1965 film directed by Dmitry Antonov"
"Q4101777","Q4101777","2008 film by Jury Chaščavacki"
"Q4138496","Q4138496","1920 film by Alexander Kugel"
"Q4155822","Q4155822","1914 film by Aleksandr Tikhonovetsky"
"Q4163093","Red Shoe Diaries 2: Double Dare","1993 film by Zalman King"
"Q4113585","The Power of Darkness","1909 film by Pyotr Chardynin"
"Q4127252","Q4127252","1969 film by Kamil Jarmatow"
"Q4163530","Q4163530","1963 film directed by Dmitry Bogolepov"
"Q4142285","Blakytna troyanda","1988 film by Oleg Bijma"
"Q4101803","Q4101803","1965 film directed by Maria Slavinskaya"
"Q4127767","Q4127767","1979 film by Vija Beinerte"
"Q4155656","Q4155656","1986 film by Zaal Kakabadze"
"Q4127691","Q4127691","1963 film by Gabriel Egiazarov"
"Q4128009","Q4128009","2008 film by Mikhail Tumanishvili"
"Q4134333","Q4134333","1929 film by Stepan Manukyan"
"Q4122015","Jaya","2002 film by Senthilnathan"
"Q4096039","Brothers Kokari","1978 film by Juris Podnieks"
"Q4155583","Two Keys","1930 Soviet film"
"Q4110929","Viy","1916 film by Władysław Starewicz"
"Q4139903","Clay God","1918 film"
"Q4107933","Q4107933","2005 film"
"Q4113857","Q4113857","2006 film"
"Q4101762","Q4101762","1914 film"
"Q4119337","Q4119337","2008 film"
"Q4122563","Q4122563","2008 film"
"Q4128029","Q4128029","2010 film"
"Q4127705","Q4127705","2008 film"
"Q4127656","Q4127656","2003 film"
"Q4135866","Q4135866","2011 film"
"Q4127113","Q4127113","2002 film"
"Q4122898","Q4122898","1914 film"
"Q4110372","Q4110372","1965 film by Feliks Sobolev"
"Q4138091","Q4138091","2008 film"
"Q4127980","Q4127980","1988 film"
"Q4137915","Q4137915","2004 film"
"Q4141083","Q4141083","2004 film"
"Q4134312","Q4134312","1983 film"
"Q4155636","Q4155636","2007 film"
"Q4157182","Q4157182","2010 film"
"Q4146399","Q4146399","1914 film"
"Q4137917","Q4137917","1967 film"
"Q4147832","Q4147832","1914 film"
"Q4156544","Nine Days and the Whole Life","1979 film by Yuri Zanin"
"Q4162459","Q4162459","1914 film"
"Q4160612","Q4160612","1985 film"
"Q4163081","Red Shoe Diaries 3: Another Woman's Lipstick","1993 film by Zalman King, Ted Kotcheff"
"Q4202155","Q4202155","2009 film by Alexander Sokurov"
"Q4170554","Duma about Taras Bulba","2009 film"
"Q4184542","Hells Angels","Japanese manga series by Sin'Ichi Hiromoto"
"Q4185437","Q4185437","2003 film by Satoshi Morota"
"Q4193537","The Golden Snake","2007 film by Vladimir Makeranets"
"Q4209194","George Colvocoresses","United States Navy officer"
"Q4186883","Q4186883","1911 film by Sadovskiy Mykola"
"Q4193280","Zolotaya pugovitsa","1986 film by Aleksandr Rogozhkin"
"Q4178870","The Ultimate Video Collection","2008 film"
"Q4189807","Star Wars: Storm in the Glass","2001 film"
"Q4171677","Romance in Mekong River","1933 film"
"Q4184211","Q4184211","film directed by Satoshi Morota"
"Q4192914","Q4192914","1961 film directed by Fyodor Tyapkin"
"Q4170568","Do animals think?","1970 Soviet popular science film by Feliks Sobolev"
"Q4187095","11 listopada","2008 film by Kamil Kulczycki"
"Q4185642","Q4185642","1928 film by Ivan Perestiani"
"Q4189867","Q4189867","1959 film by Vasily Katanyan"
"Q4193355","Gold","2012 Russian film"
"Q4179036","Q4179036","1942 film by Vladimir Yurenev"
"Q4185477","Q4185477","film directed by Noboru Takemoto"
"Q4186605","Q4186605","1966 film by Leanid Martynyuk"
"Q4226107","Kod Orbeli","2012 documentary film directed by Asjot Egisjeevitsj Dzjazojan"
"Q4192714","Zodiac Signs","1975 Soviet film"
"Q4207071","Tensou Sentai Goseiger Returns","2011 film"
"Q4207078","Angel Guts","film"
"Q4165174","Q4165174","2009 film"
"Q4165533","Q4165533","1990 film"
"Q4174788","Q4174788","film"
"Q4182224","Q4182224","2010 film"
"Q4182356","Q4182356","2007 film"
"Q4194697","Q4194697","1961 film"
"Q4198237","Q4198237","2011 film"
"Q4168622","Q4168622","1966 film by Semyon Aranovich"
"Q4168646","Q4168646","2003 film by Konstantin Khudyakov"
"Q4174988","Q4174988","1993 film by Aleksey Levchenko"
"Q4198868","Q4198868","2005 film"
"Q4197763","Q4197763","2004 film"
"Q4198489","Q4198489","2009 film"
"Q4198449","Q4198449","2002 film"
"Q4205009","Q4205009","1993 film"
"Q4204508","Q4204508","2003 film"
"Q4200786","Q4200786","1970 film"
"Q4208436","Q4208436","2007 film"
"Q4205249","Q4205249","2009 film"
"Q4204170","Q4204170","1988 film"
"Q4226044","Q4226044","2008 film"
"Q4220184","Q4220184","1967 film"
"Q4224470","Q4224470","2001 film by Vsevolod Plotkin"
"Q4187742","Boku to, bokura no natsu","1990 film by Yutaka Kohira"
"Q4213634","Karavan lyubvi","1991 film by Sofia Rotaru"
"Q4327664","Q4327664","2012 film by Oleg Dorman"
"Q4331520","Q4331520","2006 film by Yuri Stytskovsky"
"Q4323434","Q4323434","2004 film by Viktor Merezhko"
"Q4323442","Q4323442","2003 film by George Jungvald-Khilkevitch"
"Q4331673","Q4331673","1990 film directed by Vahid Talıbov"
"Q4359798","Q4359798","1959 film by Vladimir I. Gerasimov"
"Q4338216","A Mansion for Pigeons","1924 film by Vladimir Gardin"
"Q4373853","The Last Confession (TV Series)","2006 film"
"Q4330548","Q4330548","1981 film by Gleb Selyanin"
"Q4334879","Q4334879","1986 film by Yevgeni Andrikanis"
"Q4335136","Q4335136","1973 film by Anvar Abluc"
"Q4335605","Q4335605","1999 film by Vasiliy Panin"
"Q4373865","Q4373865","1941 film by Georgi Tasin"
"Q4380310","Q4380310","1997 film directed by Sergey Govorukhin"
"Q4368547","The Duel","1910 film"
"Q4366090","On the road to Hollywood","1995 film by Alexis Garnizoff"
"Q4380861","Q4380861","1943 film by Vladimir Braun"
"Q4377798","Q4377798","2001 film by Vladimir Makeranets"
"Q4340424","Q4340424","2005 film by Konstantin Shafarenko"
"Q4344842","Q4344842","2006 film by Rudolf Fruntov"
"Q4346709","Q4346709","1957 film by Iskra Babich"
"Q4366094","Q4366094","1979 film by Juris Podnieks"
"Q4366388","Q4366388","1981 film by Pyotr Fomenko"
"Q4366953","Q4366953","film directed by Vladimir Shneyderov"
"Q4358469","Exponát roku 1827","2008 film"
"Q4339531","Father and son","1936 film directed by Margarita Barskaya"
"Q4331530","Q4331530","1985 film by Oleg Ryabokon"
"Q4349868","Q4349868","1962 film directed by Nikolai Rozantsev"
"Q4351203","Q4351203","1940 film by Aleksandr Ivanov"
"Q4372122","Q4372122","1931 film by Ivan Pyryev"
"Q4376305","Q4376305","1988 film by Vladimir Tolkachikov"
"Q4380269","Q4380269","1928 film by Oleg Frelikh"
"Q4373875","The last tarantella","1992 television ballet film by Alexander Belinsky"
"Q4366959","Under the Upturned Moon","1976 film by Ēriks Lācis"
"Q4366405","The Tale of the Communist","1976 film by Igor Bessarabov, Aleksandr Kochetkov"
"Q4366126","Beyond Fitna","2008 film"
"Q4317660","Neskolko prostykh zhelaniy","2007 film"
"Q4317871","Q4317871","2006 film"
"Q4316331","Q4316331","2009 film"
"Q4322555","Q4322555","1998 film"
"Q4331666","Q4331666","2007 film"
"Q4331566","Q4331566","2001 film"
"Q4334789","Q4334789","2007 film"
"Q4333789","Q4333789","2004 film"
"Q4337589","Q4337589","1911 film"
"Q4327832","Q4327832","1989 film"
"Q4334883","Q4334883","2004 film"
"Q4335456","Q4335456","2009 film"
"Q4349638","Q4349638","2007 film"
"Q4349773","Q4349773","2005 film"
"Q4327821","Q4327821","2010 film by Nikolay Khomeriki"
"Q4350917","Q4350917","1960 film"
"Q4359813","Q4359813","2007 film"
"Q4337211","Q4337211","1916 film"
"Q4364854","Q4364854","2008 film"
"Q4339920","Q4339920","film directed by Albert Capellani"
"Q4366631","Q4366631","1911 film"
"Q4373821","Q4373821","2011 film"
"Q4375862","Q4375862","2011 film"
"Q4375161","Q4375161","2007 film"
"Q4375835","Q4375835","2006 film"
"Q4373772","Q4373772","2005 film"
"Q4379894","Q4379894","1993 film"
"Q4375132","Q4375132","1992 film"
"Q4379904","Q4379904","1990 film"
"Q4363415","Q4363415","2007 film by Gerald Bezhanov"
"Q4371631","Q4371631","1963 film"
"Q4366007","Q4366007","1916 film by Alexandre Volkoff"
"Q4367106","Q4367106","1966 film directed by Leonid Makhnach"
"Q4415198","Brichos - A Floresta é Nossa","2011 film by Paulo Munhoz"
"Q4459374","Q4459374","1914 film"
"Q4410648","Q4410648","1904 film"
"Q4447989","Q4447989","1959 film by Takhir Sabirov"
"Q4453326","Q4453326","1978 film by Gunārs Piesis"
"Q4449934","Q4449934","1914 film by Yevgeni Bauer"
"Q4381428","Q4381428","1980 film by Alexander Belinsky"
"Q4387277","Q4387277","1916 film by Pyotr Chardynin"
"Q4412803","Q4412803","1965 film by Semyon Aranovich"
"Q4442925","Q4442925","1916 film by Pyotr Chardynin"
"Q4443365","Q4443365","2006 film directed by Maksim Papernik"
"Q4392891","Tim Burton's Commercials","1998 film by Tim Burton"
