"QID","lang"
"Q329336","German"
"Q329340","German"
"Q327027","English"
"Q327214","English"
"Q327312","English"
"Q327332","English"
"Q327427","English"
"Q327546","English"
"Q331210","German"
"Q327604","English"
"Q327613","English"
"Q327681","English"
"Q327685","English"
"Q327713","English"
"Q327874","English"
"Q327873","English"
"Q328096","English"
"Q328208","English"
"Q328320","English"
"Q331949","German"
"Q331967","German"
"Q331971","German"
"Q328442","English"
"Q329056","English"
"Q329127","English"
"Q329131","English"
"Q329145","English"
"Q329434","English"
"Q329448","English"
"Q329709","English"
"Q329805","English"
"Q330247","English"
"Q330332","English"
"Q330612","English"
"Q330803","English"
"Q331017","English"
"Q331039","English"
"Q331180","English"
"Q331274","English"
"Q331277","English"
"Q331617","English"
"Q331698","English"
"Q331738","English"
"Q327027","Croatian"
"Q331760","English"
"Q331985","English"
"Q332086","English"
"Q332093","English"
"Q332261","English"
"Q327027","Korean"
"Q327667","Persian"
"Q327550","Serbian"
"Q329805","Catalan"
"Q327027","Italian"
"Q327919","Italian"
"Q330803","Italian"
"Q330982","Italian"
"Q331265","Italian"
"Q327027","French"
"Q327874","French"
"Q330113","French"
"Q332085","French"
"Q327775","Swedish"
"Q327027","Russian"
"Q331405","Russian"
"Q331606","Russian"
"Q331960","Russian"
"Q330468","Hindi"
"Q330663","Hindi"
"Q328937","Czech"
"Q327027","Spanish"
"Q329805","Spanish"
"Q331270","Spanish"
"Q331690","Spanish"
"Q327852","Turkish"
"Q329045","Turkish"
"Q329354","Hebrew"
"Q327685","Standard Mandarin"
"Q244020","German"
"Q244866","German"
"Q244883","German"
"Q244880","German"
"Q241391","English"
"Q241482","English"
"Q241492","English"
"Q241504","English"
"Q241674","English"
"Q241840","English"
"Q241876","English"
"Q241941","English"
"Q242764","English"
"Q243439","English"
"Q243643","English"
"Q247347","German"
"Q244115","English"
"Q244257","English"
"Q244296","English"
"Q244315","English"
"Q244333","English"
"Q244398","English"
"Q244448","English"
"Q248145","German"
"Q244604","English"
"Q244767","English"
"Q244865","English"
"Q244875","English"
"Q244872","English"
"Q244876","English"
"Q244931","English"
"Q244929","English"
"Q244963","English"
"Q244975","English"
"Q244999","English"
"Q245180","English"
"Q245187","English"
"Q245205","English"
"Q245208","English"
"Q245271","English"
"Q245430","English"
"Q245452","English"
"Q245465","English"
"Q245523","English"
"Q245641","English"
"Q245671","English"
"Q245916","English"
"Q246086","English"
"Q246211","English"
"Q246240","English"
"Q246418","English"
"Q246656","English"
"Q246711","English"
"Q246997","English"
"Q247091","English"
"Q247130","English"
"Q247182","English"
"Q247470","English"
"Q247516","English"
"Q247591","English"
"Q247609","English"
"Q247733","English"
"Q248051","English"
"Q248289","English"
"Q248464","English"
"Q248505","English"
"Q248562","English"
"Q248794","English"
"Q248883","English"
"Q249032","English"
"Q245815","Cantonese"
"Q245817","Cantonese"
"Q248354","Cantonese"
"Q244878","Japanese"
"Q241726","Serbian"
"Q245430","Georgian"
"Q246391","Catalan"
"Q241811","Italian"
"Q241925","Italian"
"Q245465","Italian"
"Q242079","French"
"Q244995","French"
"Q245465","French"
"Q245638","French"
"Q245920","French"
"Q246391","French"
"Q246720","French"
"Q246793","French"
"Q246997","French"
"Q247365","French"
"Q247809","French"
"Q246626","Hungarian"
"Q244999","Russian"
"Q245430","Russian"
"Q246997","Russian"
"Q247713","Russian"
"Q247854","Hindi"
"Q246391","Spanish"
"Q246997","Spanish"
"Q244900","Bosnian"
"Q115210","German"
"Q112365","English"
"Q112562","English"
"Q112635","English"
"Q112747","English"
"Q112831","English"
"Q113052","English"
"Q113149","English"
"Q113171","English"
"Q113392","English"
"Q117031","German"
"Q113549","English"
"Q114076","English"
"Q114115","English"
"Q115749","Thai"
"Q114415","English"
"Q114435","English"
"Q114665","English"
"Q114819","English"
"Q118707","German"
"Q115210","English"
"Q115394","English"
"Q115512","English"
"Q115537","English"
"Q115597","English"
"Q115760","English"
"Q115776","English"
"Q115993","English"
"Q116149","English"
"Q116349","English"
"Q116468","English"
"Q116585","English"
"Q116734","English"
"Q116845","English"
"Q116905","English"
"Q116928","English"
"Q117090","English"
"Q117315","English"
"Q117359","English"
"Q117378","English"
"Q117698","English"
"Q117696","English"
"Q118375","English"
"Q118713","English"
"Q118739","English"
"Q118829","English"
"Q118914","English"
"Q118985","English"
"Q119341","English"
"Q119889","English"
"Q120105","English"
"Q120484","English"
"Q120626","English"
"Q121810","English"
"Q122113","English"
"Q115844","Cantonese"
"Q115890","Korean"
"Q116235","Persian"
"Q119704","Persian"
"Q112420","Japanese"
"Q115380","Japanese"
"Q116426","Dutch"
"Q117934","Serbian"
"Q112616","Catalan"
"Q112477","Italian"
"Q112572","Italian"
"Q113268","Italian"
"Q113428","Italian"
"Q113549","Italian"
"Q115385","Italian"
"Q116068","Italian"
"Q116187","Italian"
"Q116734","Italian"
"Q117988","Romanian"
"Q112461","Azerbaijani"
"Q112612","French"
"Q112616","French"
"Q112633","French"
"Q112744","French"
"Q114115","French"
"Q115202","French"
"Q115210","French"
"Q115214","French"
"Q115484","French"
"Q116149","French"
"Q116734","French"
"Q117464","French"
"Q119526","French"
"Q114876","Russian"
"Q118976","Russian"
"Q112329","Hindi"
"Q113549","Sicilian"
"Q118011","Malayalam"
"Q115760","Spanish"
"Q118114","Spanish"
"Q119341","Spanish"
"Q114108","Greek"
"Q115686","Finnish"
"Q112744","Hebrew"
"Q116171","Bosnian"
"Q464530","German"
"Q466204","German"
"Q466327","German"
"Q463111","English"
"Q463313","English"
"Q463579","English"
"Q463615","English"
"Q463620","English"
"Q463633","English"
"Q463716","English"
"Q463733","English"
"Q463765","English"
"Q463768","English"
"Q463813","English"
"Q463823","English"
"Q463832","English"
"Q463869","English"
"Q463927","English"
"Q463938","English"
"Q463946","English"
"Q463994","English"
"Q464014","English"
"Q464042","English"
"Q464060","English"
"Q464071","English"
"Q464088","English"
"Q464111","English"
"Q464252","English"
"Q464294","English"
"Q464296","English"
"Q464315","English"
"Q464316","English"
"Q464326","English"
"Q464328","English"
"Q464440","English"
"Q464584","English"
"Q464634","English"
"Q464635","English"
"Q464638","English"
"Q464653","English"
"Q464687","English"
"Q464716","English"
"Q464805","English"
"Q464841","English"
"Q464861","English"
"Q464902","English"
"Q464933","English"
"Q464951","English"
"Q464964","English"
"Q465009","English"
"Q465174","English"
"Q465192","English"
"Q465227","English"
"Q465275","English"
"Q465374","English"
"Q465383","English"
"Q465478","English"
"Q465607","English"
"Q465646","English"
"Q465732","English"
"Q465739","English"
"Q465789","English"
"Q465910","English"
"Q465939","English"
"Q465979","English"
"Q466010","English"
"Q466008","English"
"Q466014","English"
"Q466112","English"
"Q466186","English"
"Q466204","English"
"Q466233","English"
"Q466243","English"
"Q466265","English"
"Q466291","English"
"Q466297","English"
"Q466327","English"
"Q463832","Persian"
"Q463832","Japanese"
"Q464430","Polish"
"Q464032","Italian"
"Q464410","Italian"
"Q463832","Arabic"
"Q464964","Arabic"
"Q464653","French"
"Q464891","French"
"Q465275","French"
"Q465773","French"
"Q466024","French"
"Q466101","French"
"Q463907","Swedish"
"Q464651","Swedish"
"Q466094","Hungarian"
"Q464252","Russian"
"Q464530","Russian"
"Q464536","Russian"
"Q464252","Spanish"
"Q465009","Spanish"
"Q464964","Hebrew"
"Q464653","Vietnamese"
"Q512247","German"
"Q512350","German"
"Q512475","German"
"Q512247","English"
"Q512350","English"
"Q512475","English"
"Q512477","English"
"Q512576","English"
"Q512606","English"
"Q512618","English"
"Q512748","English"
"Q513411","English"
"Q517056","German"
"Q513716","English"
"Q514031","English"
"Q514170","English"
"Q514293","English"
"Q514348","English"
"Q514416","English"
"Q514565","English"
"Q514701","English"
"Q514812","English"
"Q515104","English"
"Q518765","German"
"Q515218","English"
"Q515251","English"
"Q515277","English"
"Q515416","English"
"Q515450","English"
"Q515528","English"
"Q515572","English"
"Q515687","English"
"Q519439","German"
"Q515899","English"
"Q515931","English"
"Q516222","English"
"Q516310","English"
"Q516904","English"
"Q517265","English"
"Q517406","English"
"Q517524","English"
"Q517652","English"
"Q517740","English"
"Q517811","English"
"Q517910","English"
"Q517912","English"
"Q517958","English"
"Q518127","English"
"Q518414","English"
"Q518492","English"
"Q518607","English"
"Q518710","English"
"Q518863","English"
"Q519009","English"
"Q519147","English"
"Q519192","English"
"Q519490","English"
"Q519505","English"
"Q519592","English"
"Q519619","English"
"Q519893","English"
"Q520051","English"
"Q516076","Cantonese"
"Q517406","Lingala"
"Q512262","Japanese"
"Q512494","Japanese"
"Q515626","Japanese"
"Q519893","Japanese"
"Q519910","Catalan"
"Q512247","Italian"
"Q512347","Italian"
"Q514531","Italian"
"Q514894","Italian"
"Q518091","Italian"
"Q518379","Italian"
"Q512247","French"
"Q512350","French"
"Q515099","French"
"Q517239","French"
"Q517406","French"
"Q518137","French"
"Q514357","Swedish"
"Q514429","Hungarian"
"Q514293","Russian"
"Q518901","Russian"
"Q515416","Hindi"
"Q517398","Hindi"
"Q512618","Spanish"
"Q512987","Spanish"
"Q513375","Spanish"
"Q514313","Spanish"
"Q514565","Spanish"
"Q515808","Spanish"
"Q518485","Spanish"
"Q518611","Spanish"
"Q518906","Spanish"
"Q519548","Spanish"
"Q519910","Spanish"
"Q519594","Finnish"
"Q515099","Hassaniya Arabic"
"Q250544","German"
"Q250971","German"
"Q249040","English"
"Q249151","English"
"Q249215","English"
"Q249235","English"
"Q249288","English"
"Q249350","English"
"Q249931","English"
"Q250107","English"
"Q250252","English"
"Q253921","German"
"Q253937","German"
"Q250401","English"
"Q250770","English"
"Q250836","English"
"Q250912","English"
"Q250954","English"
"Q250995","English"
"Q251063","English"
"Q251080","English"
"Q255028","German"
"Q251559","English"
"Q251910","English"
"Q251997","English"
"Q252097","English"
"Q252233","English"
"Q252409","English"
"Q252522","English"
"Q252529","English"
"Q252568","English"
"Q252577","English"
"Q253107","English"
"Q253353","English"
"Q253566","English"
"Q253901","English"
"Q253973","English"
"Q253978","English"
"Q257592","German"
"Q254489","English"
"Q254555","English"
"Q254687","English"
"Q256413","Thai"
"Q254883","English"
"Q255137","English"
"Q255314","English"
"Q255328","English"
"Q255342","English"
"Q255376","English"
"Q255742","English"
"Q255782","English"
"Q255891","English"
"Q256037","English"
"Q256416","English"
"Q257450","English"
"Q257486","English"
"Q257514","English"
"Q257515","English"
"Q257630","English"
"Q253565","Cantonese"
"Q255260","Korean"
"Q251335","Japanese"
"Q255231","Japanese"
"Q253710","Polish"
"Q249782","Italian"
"Q251908","Telugu"
"Q251692","Arabic"
"Q251974","Azerbaijani"
"Q249416","French"
"Q249422","French"
"Q250447","French"
"Q252084","French"
"Q253331","French"
"Q255812","French"
"Q254726","Romani"
"Q254687","Norwegian"
"Q253215","Hungarian"
"Q251172","Russian"
"Q251585","Russian"
"Q251974","Russian"
"Q252072","Russian"
"Q253921","Russian"
"Q254892","Russian"
"Q249124","Hindi"
"Q250077","Hindi"
"Q250418","Hindi"
"Q251284","Czech"
"Q249343","Spanish"
"Q249915","Spanish"
"Q250836","Spanish"
"Q251372","Spanish"
"Q251574","Spanish"
"Q252522","Spanish"
"Q257669","Turkish"
"Q254687","Danish"
"Q255181","Danish"
"Q253921","Slovak"
"Q250770","Icelandic"
"Q253260","South African English"
"Q252072","Russian Sign Language"
"Q332415","German"
"Q332977","German"
"Q333576","German"
"Q334589","German"
"Q332330","English"
"Q332334","English"
"Q332348","English"
"Q332368","English"
"Q332394","English"
"Q332497","English"
"Q332515","English"
"Q332658","English"
"Q336364","German"
"Q332798","English"
"Q333377","English"
"Q333381","English"
"Q337078","German"
"Q333508","English"
"Q333558","English"
"Q333971","English"
"Q334169","English"
"Q334179","English"
"Q334185","English"
"Q338002","German"
"Q334735","English"
"Q334763","English"
"Q338377","German"
"Q334780","English"
"Q334883","English"
"Q335041","English"
"Q335144","English"
"Q335160","English"
"Q335508","English"
"Q335736","English"
"Q335900","English"
"Q336517","English"
"Q336835","English"
"Q337078","English"
"Q337090","English"
"Q337730","English"
"Q337747","English"
"Q337835","English"
"Q337881","English"
"Q337940","English"
"Q338002","English"
"Q338012","English"
"Q338068","English"
"Q338189","English"
"Q338442","English"
"Q338495","English"
"Q338678","English"
"Q339029","English"
"Q339045","English"
"Q339114","English"
"Q339127","English"
"Q339388","English"
"Q339425","English"
"Q339661","English"
"Q339693","English"
"Q339796","English"
"Q339876","English"
"Q339882","English"
"Q340037","English"
"Q340127","English"
"Q340130","English"
"Q339566","Cantonese"
"Q333122","Korean"
"Q339804","Persian"
"Q333317","Japanese"
"Q338108","Japanese"
"Q339661","Basque"
"Q333558","Italian"
"Q338002","Italian"
"Q338091","Italian"
"Q338308","Italian"
"Q338599","Italian"
"Q339364","Italian"
"Q339648","Italian"
"Q332538","Telugu"
"Q339907","Arabic"
"Q340058","Arabic"
"Q334763","French"
"Q338002","French"
"Q339087","French"
"Q339101","French"
"Q339661","French"
"Q338253","Swedish"
"Q338305","Swedish"
"Q339204","Swedish"
"Q340058","Swedish"
"Q337806","Hungarian"
"Q333576","Russian"
"Q339708","Russian"
"Q338310","Hindi"
"Q332427","Spanish"
"Q337078","Spanish"
"Q339661","Spanish"
"Q340126","Spanish"
"Q332364","Slovak"
"Q337078","Hebrew"
"Q466369","German"
"Q466931","German"
"Q467053","German"
"Q467154","German"
"Q467876","German"
"Q468101","German"
"Q466354","Thai"
"Q468484","German"
"Q468697","German"
"Q469480","German"
"Q469921","German"
"Q466329","English"
"Q466348","English"
"Q466358","English"
"Q466383","English"
"Q466390","English"
"Q466423","English"
"Q466436","English"
"Q466485","English"
"Q466514","English"
"Q466533","English"
"Q466593","English"
"Q466727","English"
"Q466773","English"
"Q466781","English"
"Q466792","English"
"Q466846","English"
"Q466884","English"
"Q466900","English"
"Q466915","English"
"Q466929","English"
"Q466959","English"
"Q466961","English"
"Q467053","English"
"Q467078","English"
"Q467076","English"
"Q467101","English"
"Q467104","English"
"Q467111","English"
"Q467181","English"
"Q467227","English"
"Q467251","English"
"Q467248","English"
"Q467262","English"
"Q467283","English"
"Q467290","English"
"Q467331","English"
"Q467541","English"
"Q467571","English"
"Q467582","English"
"Q467631","English"
"Q467840","English"
"Q467947","English"
"Q467953","English"
"Q468033","English"
"Q468142","English"
"Q468173","English"
"Q468253","English"
"Q468420","English"
"Q468484","English"
"Q468565","English"
"Q468572","English"
"Q468660","English"
"Q468697","English"
"Q468703","English"
"Q468700","English"
"Q468877","English"
"Q469547","English"
"Q469620","English"
"Q469639","English"
"Q469646","English"
"Q469654","English"
"Q469708","English"
"Q469839","English"
"Q469921","English"
"Q470073","English"
"Q468146","Cantonese"
"Q468697","Japanese"
"Q469218","Dutch"
"Q467217","Italian"
"Q467221","Italian"
"Q467963","Italian"
"Q467582","Arabic"
"Q466713","French"
"Q466731","French"
"Q467283","French"
"Q468185","French"
"Q468484","French"
"Q468868","French"
"Q466894","Hungarian"
"Q467365","Hungarian"
"Q467878","Hungarian"
"Q468552","Hungarian"
"Q468642","Hungarian"
"Q468652","Hungarian"
"Q466443","Hindi"
"Q467111","Bangla"
"Q466731","Spanish"
"Q466781","Spanish"
"Q466593","Hebrew"
"Q122652","German"
"Q123259","Portuguese"
"Q124246","German"
"Q124358","German"
"Q126123","Portuguese"
"Q122623","English"
"Q122713","English"
"Q123097","English"
"Q123166","English"
"Q127021","German"
"Q123558","English"
"Q123742","English"
"Q124612","English"
"Q124697","English"
"Q124701","English"
"Q125058","English"
"Q125076","English"
"Q128761","German"
"Q125404","English"
"Q125494","English"
"Q126135","English"
"Q126183","English"
"Q126257","English"
"Q126261","English"
"Q126266","English"
"Q126281","English"
"Q126357","English"
"Q126370","English"
"Q126372","English"
"Q126376","English"
"Q126382","English"
"Q126387","English"
"Q126492","English"
"Q126637","English"
"Q126652","English"
"Q126676","English"
"Q126699","English"
"Q126896","English"
"Q126974","English"
"Q127045","English"
"Q127367","English"
"Q127414","English"
"Q127421","English"
"Q127427","English"
"Q127430","English"
"Q127439","English"
"Q127536","English"
"Q127542","English"
"Q127632","English"
"Q127665","English"
"Q127760","English"
"Q127897","English"
"Q128187","English"
"Q128486","English"
"Q128493","English"
"Q128503","English"
"Q128518","English"
"Q128542","English"
"Q128582","English"
"Q128646","English"
"Q128730","English"
"Q128854","English"
"Q128855","English"
"Q128924","English"
"Q128930","English"
"Q128934","English"
"Q128975","English"
"Q128802","Korean"
"Q128945","Korean"
"Q128965","Korean"
"Q127250","Japanese"
"Q127430","Japanese"
"Q128320","Japanese"
"Q124697","Italian"
"Q128504","Italian"
"Q128718","Italian"
"Q128761","Italian"
"Q128730","Romanian"
"Q126123","French"
"Q126652","French"
"Q127542","French"
"Q128646","French"
"Q128854","French"
"Q128927","French"
"Q128982","French"
"Q126245","Swedish"
"Q125672","Russian"
"Q125772","Russian"
"Q128730","Russian"
"Q125076","Hindi"
