"QID","itemLabel","itemDescription","article"
"Q1646059","Vanemuine Theatre","theater in Tartu, Estonia","https://en.wikipedia.org/wiki/Vanemuine"
"Q7855903","Turner Broadcasting System","former American media conglomerate","https://en.wikipedia.org/wiki/Turner_Broadcasting_System"
"Q17086011","Prometheus Entertainment",NA,"https://en.wikipedia.org/wiki/Prometheus_Entertainment"
"Q17090410","Tribe Pictures",NA,"https://en.wikipedia.org/wiki/Tribe_Pictures"
"Q17090873","Mosdeux",NA,"https://en.wikipedia.org/wiki/Mosdeux"
"Q17041430","XVIVO Scientific Animation",NA,"https://en.wikipedia.org/wiki/XVIVO_Scientific_Animation"
"Q7943490","Vulcan Productions","American documentary production company","https://en.wikipedia.org/wiki/Vulcan_Productions"
"Q17092884","Santana Productions",NA,"https://en.wikipedia.org/wiki/Santana_Productions"
"Q7945080","W!LD RICE","theatre company in Singapore","https://en.wikipedia.org/wiki/W!LD_RICE"
"Q7894025","Universal Newsreel","20th century newsreels made by Universal Studios","https://en.wikipedia.org/wiki/Universal_Newsreel"
"Q17049049","TriStar Productions","Film and television production company","https://en.wikipedia.org/wiki/TriStar_Productions"
"Q7916154","Varsity Pictures","American film production company","https://en.wikipedia.org/wiki/Varsity_Pictures"
"Q17090464","Trump Productions","part of the Trump Organization","https://en.wikipedia.org/wiki/Trump_Productions"
"Q7862557","Iași Athenaeum","theatre company in Iași, Romania","https://en.wikipedia.org/wiki/Ia%C8%99i_Athenaeum"
"Q17093024","Shoreline Entertainment","independent film production company founded in 1992","https://en.wikipedia.org/wiki/Shoreline_Entertainment"
"Q17067138","Next Gen Films",NA,"https://en.wikipedia.org/wiki/Next_Gen_Films"
"Q17072554","Maxlab Cinemas and Entertainments",NA,"https://en.wikipedia.org/wiki/Maxlab_Cinemas_and_Entertainments"
"Q17088415","Skylight Films",NA,"https://en.wikipedia.org/wiki/Skylight_Films"
"Q1666655","International Institute of Political Murder",NA,"https://en.wikipedia.org/wiki/International_Institute_of_Political_Murder"
"Q7920227","Ventanarosa","American film and television production company","https://en.wikipedia.org/wiki/Ventanarosa"
"Q17038574","Nicu's Spoon Theater Company","theatre company","https://en.wikipedia.org/wiki/Nicu%27s_Spoon_Theater_Company"
"Q17040256","Worker Studio","American animation studio","https://en.wikipedia.org/wiki/Worker_Studio"
"Q4820339","Augenblick Studios","independent animation studio","https://en.wikipedia.org/wiki/Augenblick_Studios"
"Q7860855","Type A Films",NA,"https://en.wikipedia.org/wiki/Type_A_Films"
"Q7899199","Upright Citizens Brigade","comedy troupe","https://en.wikipedia.org/wiki/Upright_Citizens_Brigade"
"Q17092493","Point Grey Pictures","Canadian independent film production company","https://en.wikipedia.org/wiki/Point_Grey_Pictures"
"Q7962257","Walker George Films",NA,"https://en.wikipedia.org/wiki/Walker_George_Films"
"Q1646069","NFL Films","film and television production company of the National Football League","https://en.wikipedia.org/wiki/NFL_Films"
"Q17037124","Stampede Entertainment","American film production company","https://en.wikipedia.org/wiki/Stampede_Entertainment"
"Q7966635","Walthamstow Studios","former British film studio in Walthamstow, London, United Kingdom","https://en.wikipedia.org/wiki/Walthamstow_Studios"
"Q7949667","WGBH","public radio station in Boston","https://en.wikipedia.org/wiki/WGBH_(FM)"
"Q7969706","Warner Bros. Family Entertainment","family film and children's entertainment label of Warner Bros. Entertainment","https://en.wikipedia.org/wiki/Warner_Bros._Family_Entertainment"
"Q1665109","Institut national de l'audiovisuel","French public cultural undertaking responsible for preserving, promoting, and broadcasting the French audiovisual heritage","https://en.wikipedia.org/wiki/Institut_national_de_l%27audiovisuel"
"Q17063093","Myung Films","South Korean film production and distribution company","https://en.wikipedia.org/wiki/Myung_Films"
"Q7923503","Vestron Pictures","American film studio and distributor","https://en.wikipedia.org/wiki/Vestron_Pictures"
"Q7927805","Video Arts","UK-based video production company which produces and sells soft-skills training programmes","https://en.wikipedia.org/wiki/Video_Arts"
"Q17083140","OctoArts Films","Philippine film production company","https://en.wikipedia.org/wiki/OctoArts_Films"
"Q17050703","Lerche","Japanese animation studio","https://en.wikipedia.org/wiki/Lerche_(brand)"
"Q17083384","Pondfreaks",NA,"https://en.wikipedia.org/wiki/Pondfreaks"
"Q17092663","Red Envelope Entertainment","Film production unit","https://en.wikipedia.org/wiki/Red_Envelope_Entertainment"
"Q17086647","Reality Entertainment","Philippine film production company","https://en.wikipedia.org/wiki/Reality_Entertainment"
"Q17037236","Filmkraft Productions Pvt. Ltd",NA,"https://en.wikipedia.org/wiki/Filmkraft_Productions_Pvt._Ltd"
"Q17067490","Kaleidoscope Entertainment",NA,"https://en.wikipedia.org/wiki/Kaleidoscope_Entertainment"
"Q1637250","Walden Media","American film investor, distributor, and publishing company","https://en.wikipedia.org/wiki/Walden_Media"
"Q7860124","Tyler Perry Studios","American film production studio in Atlanta, Georgia","https://en.wikipedia.org/wiki/Tyler_Perry_Studios"
"Q17076072","Lionsgate Films","American film studio","https://en.wikipedia.org/wiki/Lionsgate_Films"
"Q4801440","Arts Club Theatre Company","theatrical company in Vancouver, British Columbia, Canada","https://en.wikipedia.org/wiki/Arts_Club_Theatre_Company"
"Q17063507","Image Nation","production company","https://en.wikipedia.org/wiki/Image_Nation"
"Q465449","Miramax","American film and TV company","https://en.wikipedia.org/wiki/Miramax"
"Q7937835","Vivid Superhero",NA,"https://en.wikipedia.org/wiki/Vivid_Superhero"
"Q17067950","Jaaz Multimedia","film production and distribution house in Bangladesh","https://en.wikipedia.org/wiki/Jaaz_Multimedia"
"Q17056375","Pacific Films","New Zealand film production company","https://en.wikipedia.org/wiki/Pacific_Films"
"Q7969876","Warp X",NA,"https://en.wikipedia.org/wiki/Warp_X"
"Q7971135","Warwick Films",NA,"https://en.wikipedia.org/wiki/Warwick_Films"
"Q465224","American International Pictures","film production company","https://en.wikipedia.org/wiki/American_International_Pictures"
"Q7882528","Uncharted Territory","film production company","https://en.wikipedia.org/wiki/Uncharted_Territory,_LLC"
"Q17064399","Kazhcha Chalachithra Vedi",NA,"https://en.wikipedia.org/wiki/Kazhcha_Chalachithra_Vedi"
"Q17073424","Radiance Media Group",NA,"https://en.wikipedia.org/wiki/Radiance_Media_Group"
"Q17092665","Red Giant Entertainment","American comic book publisher","https://en.wikipedia.org/wiki/Red_Giant_Entertainment"
"Q1649414","Müllers Marionetten-Theater",NA,"https://en.wikipedia.org/wiki/M%C3%BCllers_Marionetten-Theater"
"Q17088846","Spring Films",NA,"https://en.wikipedia.org/wiki/Spring_Films"
"Q17090740","Nightwork Films",NA,"https://en.wikipedia.org/wiki/Nightwork_Films"
"Q17056539","Park Road Post","motion picture post production facility in Miramar, New Zealand","https://en.wikipedia.org/wiki/Park_Road_Post"
"Q7933978","Virgin Produced","film, television and entertainment division of the British Virgin Group","https://en.wikipedia.org/wiki/Virgin_Produced"
"Q1570098","Violettas Puppenbühne","Puppet theater in Solingen, Germany","https://en.wikipedia.org/wiki/Violettas_Puppenb%C3%BChne"
"Q4781046","Appetite Production","Polish film production company","https://en.wikipedia.org/wiki/Appetite_Production"
"Q367149","Stratford Festival","theatre festival in Stratford, Ontario, Canada","https://en.wikipedia.org/wiki/Stratford_Festival"
"Q7690062","Taylor Media","Australian film and television production company","https://en.wikipedia.org/wiki/Taylor_Media"
"Q369786","Escape Artists","film production company","https://en.wikipedia.org/wiki/Escape_Artists"
"Q7695747","Tele Images Kids",NA,"https://en.wikipedia.org/wiki/Tele_Images_Productions"
"Q4692877","Aglet Productions",NA,"https://en.wikipedia.org/wiki/Aglet_Productions"
"Q7771035","The Ubin Twinz",NA,"https://en.wikipedia.org/wiki/The_Ubin_Twinz"
"Q4801358","Artmic","Japanese animation design studio","https://en.wikipedia.org/wiki/Artmic"
"Q4742003","Ambush Entertainment",NA,"https://en.wikipedia.org/wiki/Ambush_Entertainment"
"Q7829339","Tournesol Media Entertainment",NA,"https://en.wikipedia.org/wiki/Tournesol_Media_Entertainment"
"Q7715354","Baj Pomorski Theater","theatre in Torun, Poland","https://en.wikipedia.org/wiki/Baj_Pomorski_Theatre"
"Q4718846","Alexander Film Company",NA,"https://en.wikipedia.org/wiki/Alexander_Film_Company"
"Q4743771","American Film Foundation",NA,"https://en.wikipedia.org/wiki/American_Film_Foundation"
"Q4790142","Aria Films",NA,"https://en.wikipedia.org/wiki/Aria_Films"
"Q4732231","Allfilm","Estonian movie studio","https://en.wikipedia.org/wiki/Allfilm"
"Q4744437","American Mime Theatre","Mime theatre in New York City","https://en.wikipedia.org/wiki/American_Mime_Theatre"
"Q7754923","The Old Trout Puppet Workshop","organisation in the theatrical field","https://en.wikipedia.org/wiki/The_Old_Trout_Puppet_Workshop"
"Q7691647","iLuminate","iLuminate is an American theatrical and technology company based in New York, New York, USA best known for competing in the sixth season of America's Got Talent.","https://en.wikipedia.org/wiki/ILuminate"
"Q7759155","The Rabbit's Foot Company",NA,"https://en.wikipedia.org/wiki/The_Rabbit%27s_Foot_Company"
"Q7818225","Tomahawk Theatre Company",NA,"https://en.wikipedia.org/wiki/Tomahawk_Theatre_Company"
"Q7824138","Toon-Us-In",NA,"https://en.wikipedia.org/wiki/Toon-Us-In"
"Q7835731","Trash Video",NA,"https://en.wikipedia.org/wiki/Trash_Video"
"Q7845493","Trondhjems nationale Scene",NA,"https://en.wikipedia.org/wiki/Trondhjems_nationale_Scene"
"Q7687354","Taska Film","Estonian film production company","https://en.wikipedia.org/wiki/Taska_Film"
"Q4713372","Alcove Entertainment","film production company","https://en.wikipedia.org/wiki/Alcove_Entertainment"
"Q7750426","The Marsh","American theater company in San Francisco, California","https://en.wikipedia.org/wiki/The_Marsh"
"Q1567094","Teamtheater",NA,"https://en.wikipedia.org/wiki/Teamtheater"
"Q4740868","Amazon MGM Studios","division of Amazon.com that develops movies, television shows and comics","https://en.wikipedia.org/wiki/Amazon_MGM_Studios"
"Q4712274","Alberts Frères","Dutch film production company","https://en.wikipedia.org/wiki/Alberts_Fr%C3%A8res"
"Q4752661","Anchor Bay Entertainment","American home entertainment and production company","https://en.wikipedia.org/wiki/Anchor_Bay_Entertainment"
"Q4789713","Argosy Films","Australian film production company","https://en.wikipedia.org/wiki/Argosy_Films"
"Q4707117","Alan Landsburg Productions","defunct American television production company","https://en.wikipedia.org/wiki/Alan_Landsburg_Productions"
"Q4744973","American Shakespeare Theatre","former theatre festival based in Stratford, Connecticut, United States","https://en.wikipedia.org/wiki/American_Shakespeare_Theatre"
"Q7798425","Through a Glass Productions","American film and video production company","https://en.wikipedia.org/wiki/Through_a_Glass_Productions"
"Q4763574","Anglo-Amalgamated",NA,"https://en.wikipedia.org/wiki/Anglo-Amalgamated"
"Q4765087","Animation Lab",NA,"https://en.wikipedia.org/wiki/Animation_Lab"
"Q4781165","Apple Film Production","film company","https://en.wikipedia.org/wiki/Apple_Film_Production"
"Q7684281","Shirogumi","Japanese animation studio","https://en.wikipedia.org/wiki/Shirogumi"
"Q4680387","Adams Packer Film Productions",NA,"https://en.wikipedia.org/wiki/Adams_Packer_Film_Productions"
"Q1538543","State Committee for Cinematography","central state directory body of Soviet and Russian film production (1922-2008)","https://en.wikipedia.org/wiki/State_Committee_for_Cinematography"
"Q4716170","Aleph Producciones","an Argentine film production company","https://en.wikipedia.org/wiki/Aleph_Producciones"
"Q7777366","Theatre Company Subaru","Japanese theatre company","https://en.wikipedia.org/wiki/Theatre_Company_Subaru"
"Q7786448","This is that corporation","film production company","https://en.wikipedia.org/wiki/This_Is_That_Productions"
"Q4682066","Adelphi Films",NA,"https://en.wikipedia.org/wiki/Adelphi_Films"
"Q4686495","Adventure Cartoon Productions","Former animation studio","https://en.wikipedia.org/wiki/Adventure_Cartoon_Productions"
"Q376169","Grand Theatre","opera company in Warsaw, Poland","https://en.wikipedia.org/wiki/Grand_Theatre,_Warsaw"
"Q4754287","Andes Televisión",NA,"https://en.wikipedia.org/wiki/Andes_Televisi%C3%B3n"
"Q7686640","Tarragon Theatre","theatre in Toronto, Canada","https://en.wikipedia.org/wiki/Tarragon_Theatre"
"Q7777457","Theatre Under The Stars","theatre organization in Vancouver, Canada","https://en.wikipedia.org/wiki/Theatre_Under_The_Stars_(Vancouver)"
"Q1562682","H5","French design and animation studio","https://en.wikipedia.org/wiki/H5_(French_company)"
"Q7685882","Target Video","San Francisco-based video and film studio","https://en.wikipedia.org/wiki/Target_Video"
"Q4763633","Anglo-Hollandia","british-Dutch film production company","https://en.wikipedia.org/wiki/Anglo-Hollandia"
"Q1543194","Grant Naylor Productions","British production company","https://en.wikipedia.org/wiki/Grant_Naylor"
"Q7797048","Thousand Islands Playhouse","organisation in the theatrical field","https://en.wikipedia.org/wiki/Thousand_Islands_Playhouse"
"Q7804805","Time-Life Television","Former division of Time Inc.","https://en.wikipedia.org/wiki/Time_Life_Television"
"Q4686437","Advent Film Group","American film production company","https://en.wikipedia.org/wiki/Advent_Film_Group"
"Q341134","Česká televize","public television broadcaster in the Czech Republic","https://en.wikipedia.org/wiki/Czech_Television"
"Q4732600","Allied Stars Ltd","film production company owned by Mohamed Al-Fayed","https://en.wikipedia.org/wiki/Allied_Stars"
"Q7798497","Throughline Theatre Company",NA,"https://en.wikipedia.org/wiki/Throughline_Theatre_Company"
"Q4735133","Alpha Television","British television studio operator","https://en.wikipedia.org/wiki/Alpha_Television"
